"Id";"ExpertGroup";"EvaluatedScientificNameId";"EvaluatedScientificName";"EvaluatedScientificNameAuthor";"reproductionGenerationTime"
676;"Karplanter";102450;"Orobanche lucorum";"A.Braun";15
2162;"Karplanter";170048;"Othocallis mischtschenkoana";"(Grossh.) Speta";15
673;"Karplanter";99453;"Othocallis siberica";"(Haw.) Speta";15
2356;"Karplanter";169113;"Oxalis adenophylla";"Gillies ex Hook. & Arn.";10
671;"Karplanter";102882;"Oxalis corniculata";"L.";1
670;"Karplanter";102883;"Oxalis dillenii";"Jacq.";1
667;"Karplanter";102885;"Oxalis stricta";"L.";1
130;"Karplanter";145721;"Oxybasis glauca salina";"(Standl.) Mosyakin";1
2807;"Karplanter";145722;"Oxybasis rubra";"(L.) S.Fuentes, Uotila & Borsch";1
666;"Karplanter";127980;"Pachysandra terminalis";"Siebold & Zucc.";20
2359;"Karplanter";170193;"Paeonia ×suffruticosa";"Andrews";20
690;"Karplanter";100107;"Panicum capillare";"L.";1
1336;"Karplanter";128760;"Papaver alpinum";"L.";10
709;"Karplanter";103052;"Papaver atlanticum";NA;10
708;"Karplanter";103053;"Papaver bracteatum";NA;15
555;"Karplanter";143516;"Papaver cambricum";"L.";15
707;"Karplanter";103054;"Papaver croceum";"Ledeb.";10
706;"Karplanter";103059;"Papaver dubium dubium";NA;1
713;"Karplanter";103067;"Papaver rhoeas";"L.";1
703;"Karplanter";170597;"Papaver setiferum";"Goldblatt";15
700;"Karplanter";100760;"Parasenecio hastatus";"(L.) H.Koyama";20
2869;"Karplanter";103535;"Parietaria judaica";"L.";5
2868;"Karplanter";103536;"Parietaria pensylvanica";"Muhl. ex Willd.";1
697;"Karplanter";103770;"Parthenocissus inserta";"(A.Kern.) Fritsch.";35
696;"Karplanter";103771;"Parthenocissus quinquefolia";"(L.) Planch.";35
695;"Karplanter";103772;"Parthenocissus tricuspidata";"(Siebold & Zucc.) Planch.";35
1703;"Karplanter";100348;"Pastinaca sativa hortensis";"Gaudin";2
1647;"Karplanter";100349;"Pastinaca sativa sativa";NA;2
5937;"Karplanter";217848;"Paulownia tomentosa";"(Thunb.) Steud.";35
739;"Karplanter";101042;"Pentaglottis sempervirens";"(L.) Tausch ex L.H.Bailey";15
5940;"Karplanter";169121;"Persicaria perfoliata";"(L.) H.Gross";1
736;"Karplanter";102934;"Persicaria wallichii";NA;15
735;"Karplanter";100764;"Petasites hybridus";"(L.) P.Gaertn., B.Mey. & Scherb.";20
734;"Karplanter";100766;"Petasites japonicus giganteus";"(F.Schmidt ex Trautv.) Kitam.";25
733;"Karplanter";100351;"Petroselinum crispum";"(Mill.) Fuss";2
727;"Karplanter";101047;"Phacelia tanacetifolia";"Benth.";1
2009;"Karplanter";143577;"Phalaris arundinacea picta";"L.";15
763;"Karplanter";103587;"Phedimus aizoon";"(L.) 't Hart";20
2008;"Karplanter";143519;"Phedimus crenatus";"(Desf.) V.V.Byalt";20
2007;"Karplanter";143520;"Phedimus ellacombeanus";"(Praeger) 't Hart";20
41;"Karplanter";103588;"Phedimus hybridus";"(L.) 't Hart";20
762;"Karplanter";103589;"Phedimus kamtschaticus";NA;20
5942;"Karplanter";217853;"Phedimus selskianus";"(Regel & Maack) 't Hart";20
2903;"Karplanter";103590;"Phedimus spurius";"(M.Bieb.) 't Hart";20
761;"Karplanter";103591;"Phedimus stoloniferus";"(S.G.Gmel.) t' Hart";20
759;"Karplanter";127985;"Phellodendron amurense";"Rupr.";50
757;"Karplanter";101677;"Philadelphus coronarius";"L.";25
1334;"Karplanter";128761;"Philadelphus lewisii";"Pursh";25
2006;"Karplanter";101678;"Philadelphus pubescens";"Loisel.";25
756;"Karplanter";100126;"Phleum arenarium";"L.";1
755;"Karplanter";100130;"Phleum pratense pratense";NA;15
764;"Karplanter";101860;"Phlox paniculata";"L.";15
753;"Karplanter";101861;"Phlox subulata";"L.";10
814;"Karplanter";103739;"Physalis alkekengi";"L.";10
806;"Karplanter";103335;"Physocarpus opulifolius";"(L.) Maxim.";20
2000;"Karplanter";143522;"Physostegia virginiana";"(L.) Benth.";10
815;"Karplanter";100962;"Phyteuma nigrum";"F.W.Schmidt";10
802;"Karplanter";100965;"Phyteuma spicatum caeruleum";"Rich.Schulz";10
1333;"Karplanter";128764;"Phytolacca acinosa";"Roxb.";5
5956;"Karplanter";217868;"Phytolacca americana";"L.";5
743;"Karplanter";103812;"Picea ×lutzii";"Little";50
742;"Karplanter";103810;"Picea engelmannii";"Parry ex Engelm.";50
715;"Karplanter";103811;"Picea glauca";"(Moench) Voss";50
1999;"Karplanter";145603;"Picea mariana";"(Mill.) Britton, Sterns & Poggenb.";50
1332;"Karplanter";128765;"Picea omorika";"(Pancic) Purk.";50
2412;"Karplanter";145604;"Picea orientalis";NA;50
790;"Karplanter";103813;"Picea pungens";"Engelm.";50
2618;"Karplanter";103814;"Picea sitchensis";"(Bong.) Carrière";50
799;"Karplanter";100770;"Picris hieracioides villarsii";"(Jord.) Nyman";3
5958;"Karplanter";159202;"Pieris floribunda";"(Pursh) Benth. & Hook. f.";20
798;"Karplanter";127991;"Pieris japonica";"(Thunb.) D.Don ex G.Don";20
1998;"Karplanter";143596;"Pilosella aurantiaca aurantiaca";NA;15
1997;"Karplanter";143525;"Pilosella caespitosa";NA;15
1996;"Karplanter";143526;"Pilosella colliniformis";"(Peter) Dostál";15
5959;"Karplanter";217870;"Pilosella cymosiformis";"(Froel.) Gottschl.";15
5960;"Karplanter";217871;"Pilosella flagellaris";"(Willd.) Arv.-Touv.";15
1995;"Karplanter";143602;"Pilosella piloselloides bauhinii";NA;15
1994;"Karplanter";143603;"Pilosella piloselloides praealta";NA;15
796;"Karplanter";100357;"Pimpinella major";"(L.) Huds.";7
1993;"Karplanter";128770;"Pinus banksiana";"Lamb.";50
1330;"Karplanter";103816;"Pinus cembra";"L.";50
2617;"Karplanter";103817;"Pinus contorta";"Douglas ex Loudon";50
2616;"Karplanter";103818;"Pinus mugo";"Turra";40
1518;"Karplanter";103821;"Pinus nigra";"J.F.Arnold";50
788;"Karplanter";103822;"Pinus peuce";"Griseb.";50
5969;"Karplanter";159229;"Pinus pumila";"(Pall.) Regel";40
787;"Karplanter";103823;"Pinus sibirica";"Du Tour";50
215;"Karplanter";103824;"Pinus strobus";"L.";50
2625;"Karplanter";145754;"Pinus uncinata";"Ramond ex DC.";50
841;"Karplanter";102531;"Plantago coronopus";"L.";1
2360;"Karplanter";145613;"Plantago virginica";"L.";3
837;"Karplanter";100150;"Poa chaixii";"Vill.";10
1105;"Karplanter";100168;"Poa supina";"Schrad.";10
1329;"Karplanter";128772;"Polemonium reptans";"L.";10
2001;"Karplanter";102942;"Polygonum aviculare rurivagum";NA;1
835;"Karplanter";100171;"Polypogon monspeliensis";"(L.) Desf.";1
5983;"Karplanter";217888;"Pontederia cordata";"L.";15
834;"Karplanter";102635;"Populus ×berolinensis";"K.Koch";35
833;"Karplanter";102636;"Populus ×canadensis";"Moench";35
832;"Karplanter";102637;"Populus ×canescens";"(Aiton) Sm.";35
831;"Karplanter";102633;"Populus alba";"L.";35
830;"Karplanter";102634;"Populus balsamifera";"L.";35
2015;"Karplanter";163820;"Populus balsamifera elongata";NA;35
2027;"Karplanter";167511;"Populus balsamifera gileadensis";NA;35
2016;"Karplanter";165066;"Populus balsamifera hortensis";NA;35
2415;"Karplanter";159579;"Populus deltoides";"W.Bartram ex Marshall";35
840;"Karplanter";102638;"Populus laurifolia";"Ledeb.";35
827;"Karplanter";102639;"Populus nigra";"L.";35
826;"Karplanter";102640;"Populus simonii";"Carrière";35
786;"Karplanter";102643;"Populus trichocarpa";"Torr. & A.Gray ex Hook.";35
2037;"Karplanter";145617;"Populus tristis";NA;35
861;"Karplanter";101646;"Portulaca oleracea oleracea";NA;1
6020;"Karplanter";164757;"Potamogeton perfoliatus richardsonii";"(A.Benn.) Hultén";15
858;"Karplanter";103338;"Potentilla anglica";"Laichard.";10
856;"Karplanter";103344;"Potentilla atrosanguinea";"G.Lodd. ex D.Don";10
866;"Karplanter";103349;"Potentilla inclinata";"Vill.";10
853;"Karplanter";103352;"Potentilla intermedia";"L.";3
850;"Karplanter";103357;"Potentilla norvegica hirsuta";"(Michx.) Hyl.";2
849;"Karplanter";103360;"Potentilla recta";"L.";10
848;"Karplanter";103361;"Potentilla reptans";"L.";20
845;"Karplanter";103366;"Potentilla thuringiaca";"Bernh. ex Link";10
2033;"Karplanter";145618;"Potentilla wimanniana";"Günther & Schummel";10
844;"Karplanter";100772;"Prenanthes purpurea";"L.";15
817;"Karplanter";101871;"Primula auricula";"L.";10
918;"Karplanter";127992;"Primula denticulata";"Sm.";10
891;"Karplanter";101873;"Primula elatior elatior";NA;15
2030;"Karplanter";101874;"Primula elatior pallasii";"(Lehm.) W.W.Sm. & Forrest";15
889;"Karplanter";101876;"Primula juliae";"Kusn.";10
2029;"Karplanter";145619;"Prunella grandiflora";"(L.) Turra";10
1378;"Karplanter";103369;"Prunus cerasifera";"Ehrh.";30
1479;"Karplanter";103370;"Prunus cerasus";"L.";30
2408;"Karplanter";103372;"Prunus domestica domestica";NA;30
1453;"Karplanter";103373;"Prunus domestica insititia";"(L.) Bonnier & Layens";30
1380;"Karplanter";127993;"Prunus laurocerasus";"L.";30
2315;"Karplanter";170402;"Prunus maackii";"Rupr.";30
1389;"Karplanter";103374;"Prunus mahaleb";"L.";30
6051;"Karplanter";217315;"Prunus nipponica";"Matsum.";30
6052;"Karplanter";159850;"Prunus pensylvanica";"L. f.";30
6053;"Karplanter";217908;"Prunus pumila depressa";"(Pursh) Bean";20
6054;"Karplanter";217909;"Prunus sargentii";"Rehder";20
1403;"Karplanter";103379;"Prunus serotina";"Ehrh.";30
6057;"Karplanter";217912;"Prunus tenella";"Batsch";20
6058;"Karplanter";145621;"Prunus triloba";"Lindl.";20
1415;"Karplanter";103381;"Prunus virginiana";"L.";30
2704;"Karplanter";145757;"Psephellus dealbatus";"(Willd.) K.Koch";15
887;"Karplanter";103034;"Pseudofumaria lutea";"(L.) Borkh.";10
111;"Karplanter";103829;"Pseudotsuga menziesii";"(Mirb.) Franco";50
2316;"Karplanter";145624;"Pterocarya rhoifolia";"Siebold & Zucc.";50
6066;"Karplanter";170134;"Pueraria montana lobata";"(Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep";30
877;"Karplanter";101051;"Pulmonaria affinis";"Jord.";15
875;"Karplanter";127997;"Pulmonaria mollis";"Wulfen ex Hornem.";15
874;"Karplanter";101053;"Pulmonaria officinalis";"L.";15
873;"Karplanter";101054;"Pulmonaria rubra";"Schott";15
871;"Karplanter";101055;"Pulmonaria saccharata";"Mill.";15
870;"Karplanter";103135;"Pulsatilla vulgaris";"Mill.";15
869;"Karplanter";99455;"Puschkinia scilloides";NA;10
879;"Karplanter";127999;"Pyracantha coccinea";"M.Roem.";20
1451;"Karplanter";103383;"Pyrus ×communis";NA;50
6068;"Karplanter";217921;"Pyrus pyraster";"(L.) Burgsd.";50
1709;"Karplanter";128858;"Quercus cerris";"L.";50
893;"Karplanter";102158;"Quercus rubra";"L.";50
911;"Karplanter";103137;"Ranunculus aconitifolius";"L.";15
910;"Karplanter";103140;"Ranunculus acris friesianus";"(Jord.) Syme";15
907;"Karplanter";103155;"Ranunculus lanuginosus";"L.";15
917;"Karplanter";103166;"Ranunculus psilostachys";"Griseb.";15
901;"Karplanter";101281;"Raphanus raphanistrum landra";"(Moretti ex DC.) Bonnier & Layens";1
898;"Karplanter";101287;"Rapistrum rugosum";"(L.) All.";1
868;"Karplanter";101330;"Reseda lutea";"L.";5
969;"Karplanter";101331;"Reseda luteola";"L.";2
140;"Karplanter";129593;"Reynoutria ×bohemica";"Chrtek & Chrtková";20
150;"Karplanter";129594;"Reynoutria japonica";"Houtt.";20
149;"Karplanter";129595;"Reynoutria sachalinensis";"(F.Schmidt) Nakai";20
6071;"Karplanter";217924;"Rhaponticum repens";"(L.) Hidalgo";15
941;"Karplanter";160780;"Rheum rhabarbarum";"L.";20
1338;"Karplanter";102951;"Rheum rhaponticum";"L.";20
2028;"Karplanter";169104;"Rhinanthus alectorolophus";NA;1
937;"Karplanter";101819;"Rhododendron brachycarpum";"D.Don ex G.Don";25
936;"Karplanter";101820;"Rhododendron catawbiense";"Michx.";25
6073;"Karplanter";217926;"Rhododendron luteum";"Sweet";25
2414;"Karplanter";170629;"Rhododendron ponticum baeticum";"(Boiss. & Reut.) Hand.-Mazz.";25
934;"Karplanter";101822;"Rhododendron sutchuenense";"Franch.";25
932;"Karplanter";103550;"Rhus typhina";"L.";25
6077;"Karplanter";217928;"Ribes ×nidigrolaria";"Rud.Bauer & A.Bauer";20
926;"Karplanter";103613;"Ribes ×pallidum";"Otto & A.Dietr.";20
924;"Karplanter";160831;"Ribes aureum";"Pursh";20
925;"Karplanter";103610;"Ribes divaricatum";"Douglas";20
6078;"Karplanter";160823;"Ribes glandulosum";"Grauer";20
2026;"Karplanter";145629;"Ribes nevadaënse";"Kellogg";20
2025;"Karplanter";145630;"Ribes petraeum";"Wulfen";20
923;"Karplanter";103614;"Ribes rubrum";"L.";20
922;"Karplanter";103615;"Ribes sanguineum";"Pursh";20
921;"Karplanter";103620;"Ribes uva-crispa";"L.";20
930;"Karplanter";131417;"Robinia pseudoacacia";"L.";30
2211;"Karplanter";170017;"Robinia viscosa";NA;30
2210;"Karplanter";170037;"Rodgersia aesculifolia";"Batalin";15
944;"Karplanter";103644;"Rodgersia podophylla";"A.Gray";15
967;"Karplanter";101293;"Rorippa ×armoracioides";"(Tausch) Fuss";5
966;"Karplanter";101292;"Rorippa amphibia";"(L.) Besser";5
965;"Karplanter";101294;"Rorippa austriaca";"(Crantz) Besser";5
964;"Karplanter";101297;"Rorippa palustris hispida";"(Desv.) Jonsell";2
2021;"Karplanter";128787;"Rosa ×spaethiana";"Graebn.";20
963;"Karplanter";128001;"Rosa acicularis";"Lindl.";20
6084;"Karplanter";217934;"Rosa bracteata";"J.C.Wendl.";20
1353;"Karplanter";128777;"Rosa carolina";"L.";20
962;"Karplanter";128002;"Rosa davurica";"Pall.";20
960;"Karplanter";103391;"Rosa glauca";"Pourr.";20
959;"Karplanter";119957;"Rosa 'Hollandica'";NA;20
958;"Karplanter";103397;"Rosa moyesii";"Hemsl. & E.H.Wilson";20
957;"Karplanter";103398;"Rosa multiflora";"Thunb.";25
1710;"Karplanter";128860;"Rosa nitida";"Willd.";20
955;"Karplanter";103399;"Rosa pendulina";"L.";20
552;"Karplanter";103403;"Rosa rugosa";"Thunb.";25
6086;"Karplanter";103407;"Rosa villosa";"L.";20
2023;"Karplanter";145633;"Rosa virginiana";"Mill.";20
951;"Karplanter";103409;"Rubus allegheniensis";"Porter";25
950;"Karplanter";103411;"Rubus armeniacus";"Focke";25
949;"Karplanter";103412;"Rubus bifrons";"Vest";25
948;"Karplanter";128003;"Rubus dasyphyllus";"(W.M.Rogers) E.S.Marshall";25
947;"Karplanter";103417;"Rubus echinatus";"Lindl.";25
946;"Karplanter";103418;"Rubus euryanthemus";"W.C.R.Watson";25
2386;"Karplanter";170090;"Rubus fruticosus coll. 'Thornless Evergreen'";NA;25
1372;"Karplanter";128788;"Rubus glandulosus";"Bellardi";25
6090;"Karplanter";160995;"Rubus gratus";"Focke";25
919;"Karplanter";103426;"Rubus hartmanii";"Gand.";25
1847;"Karplanter";145634;"Rubus horridus";"Schultz";25
1020;"Karplanter";103428;"Rubus laciniatus";"(Weston) Willd.";25
994;"Karplanter";103430;"Rubus leptothyrsus";"G.Braun";25
1845;"Karplanter";169137;"Rubus loganobaccus";"L.H.Bailey";25
992;"Karplanter";103440;"Rubus odoratus";"L.";25
991;"Karplanter";103441;"Rubus parviflorus";NA;25
989;"Karplanter";103442;"Rubus pedemontanus";"Pinkw.";25
988;"Karplanter";103443;"Rubus phoenicolasius";"Maxim.";25
987;"Karplanter";103446;"Rubus pyramidalis";"Kaltenb.";25
986;"Karplanter";103449;"Rubus rudis";"Weihe ex Nees";25
985;"Karplanter";103451;"Rubus sciocharis";"(Sudre) W.C.R.Watson";25
983;"Karplanter";141637;"Rubus silvaticus";"Weihe & Nees";25
1846;"Karplanter";103454;"Rubus slesvicensis";"Lange";25
984;"Karplanter";103455;"Rubus spectabilis";"Pursh";25
993;"Karplanter";103460;"Rubus tuberculatus";NA;25
980;"Karplanter";100781;"Rudbeckia laciniata";"L.";15
978;"Karplanter";102967;"Rumex confertus";"Willd.";15
2928;"Karplanter";102968;"Rumex conglomeratus";"Murray";15
216;"Karplanter";102984;"Rumex patientia patientia";NA;10
977;"Karplanter";102985;"Rumex pseudoalpinus";NA;15
976;"Karplanter";102987;"Rumex rugosus";"Campd.";15
774;"Karplanter";101532;"Sagina micropetala";"Rauschert";1
999;"Karplanter";102651;"Salix ×alopecuroides";"Tausch";20
998;"Karplanter";102658;"Salix ×calodendron";"Wimm.";20
997;"Karplanter";102666;"Salix ×dasyclados";"Wimm.";20
1884;"Karplanter";102667;"Salix ×ehrhartiana";"G.Mey.";30
1043;"Karplanter";129589;"Salix ×fragilis";NA;30
1371;"Karplanter";128789;"Salix ×holosericea";"Willd.";20
970;"Karplanter";102682;"Salix ×meyeriana";"Rostk. ex Willd.";30
1071;"Karplanter";102683;"Salix ×mollissima";"Hoffm. ex Elwert";20
1045;"Karplanter";102691;"Salix ×pendulina";"Wender";30
2018;"Karplanter";152313;"Salix ×pentandroides";"Rouy";30
1042;"Karplanter";102703;"Salix ×rubra";"Huds.";20
1041;"Karplanter";143557;"Salix ×salamonii";"(Carrière) Carrière";30
1039;"Karplanter";102705;"Salix ×smithiana";"Willd.";30
971;"Karplanter";128904;"Salix acutifolia";"Willd.";30
973;"Karplanter";128004;"Salix alaxensis";"(Andersson) Coville";30
1841;"Karplanter";102647;"Salix alba alba";NA;30
1842;"Karplanter";102648;"Salix alba chermesina";NA;30
1843;"Karplanter";102649;"Salix alba sericea";NA;30
1844;"Karplanter";102650;"Salix alba vitellina";NA;30
1859;"Karplanter";161220;"Salix atrocinerea";"Brot.";20
1858;"Karplanter";161198;"Salix babylonica";"L.";30
972;"Karplanter";102653;"Salix 'Brekkavier'";NA;20
2304;"Karplanter";102665;"Salix daphnoides daphnoides";NA;30
2302;"Karplanter";170204;"Salix daphnoides pomeranica";"(Link) Koch";30
1003;"Karplanter";128903;"Salix euxina";"I.V.Belyaeva";30
2155;"Karplanter";170060;"Salix euxina 'Bullata'";NA;30
2020;"Karplanter";145635;"Salix lasiandra";"Benth.";20
1130;"Karplanter";102695;"Salix purpurea";"L.";20
2019;"Karplanter";145636;"Salix schwerinii";"E.L.Wolf";20
1446;"Karplanter";102709;"Salix viminalis";"L.";20
1839;"Karplanter";170637;"Salix x laurina";"Sm.";20
1037;"Karplanter";102355;"Salvia nemorosa";"L.";10
1036;"Karplanter";102356;"Salvia officinalis";"L.";15
1035;"Karplanter";102357;"Salvia pratensis";"L.";10
1044;"Karplanter";102359;"Salvia verticillata";"L.";10
1857;"Karplanter";161327;"Sambucus ebulus";"L.";20
6113;"Karplanter";170844;"Sambucus kamtschatica";"E.L.Wolf";30
1031;"Karplanter";101702;"Sambucus nigra";"L.";30
1370;"Karplanter";128790;"Sambucus pubens";"Michx.";30
1070;"Karplanter";101703;"Sambucus racemosa";NA;30
1029;"Karplanter";103467;"Sanguisorba canadensis canadensis";NA;10
1028;"Karplanter";103468;"Sanguisorba canadensis latifolia";"(Hook.) Calder & R.L.Taylor";10
1369;"Karplanter";128791;"Sanguisorba menziesii";NA;10
2354;"Karplanter";103470;"Sanguisorba minor";"Scop.";10
1027;"Karplanter";103471;"Sanguisorba minor balearica";"(Bourg. ex Nyman) Muños Garm. & C.Navarro";10
1026;"Karplanter";103472;"Sanguisorba minor minor";NA;10
1856;"Karplanter";161334;"Sanguisorba obtusa";"Maxim.";10
1025;"Karplanter";101544;"Saponaria ocymoides";"L.";10
954;"Karplanter";101545;"Saponaria officinalis";"L.";15
6116;"Karplanter";161339;"Sarracenia purpurea";"L.";10
6117;"Karplanter";217953;"Sasa palmata";"(Burb.) E.G.Camus";30
2214;"Karplanter";170089;"Sasa quelpaertensis";"Nakai";30
6118;"Karplanter";217954;"Saururus cernuus";"L.";10
1024;"Karplanter";103648;"Saxifraga ×arendsii";"hort.";15
928;"Karplanter";103654;"Saxifraga ×geum";"L.";15
1022;"Karplanter";103679;"Saxifraga ×urbium";"D.A.Webb";15
1046;"Karplanter";103659;"Saxifraga hostii";"Tausch";20
1822;"Karplanter";103673;"Saxifraga rosacea";"Moench";15
1047;"Karplanter";103674;"Saxifraga rotundifolia";"L.";15
929;"Karplanter";103678;"Saxifraga umbrosa";"L.";15
6122;"Karplanter";161458;"Scabiosa atropurpurea";"L.";10
767;"Karplanter";100193;"Schedonorus pratensis";"(Huds.) P.Beauv.";10
2125;"Karplanter";99457;"Scilla bifolia";"L.";10
904;"Karplanter";99458;"Scilla forbesii";"(Baker) Speta";10
912;"Karplanter";99459;"Scilla luciliae";"(Boiss.) Speta";10
914;"Karplanter";99460;"Scilla sardensis";"(Whittall ex Barr & Sayden) Speta";10
1069;"Karplanter";101548;"Scleranthus annuus annuus";NA;1
785;"Karplanter";103747;"Scopolia carniolica";"Jacq.";10
1167;"Karplanter";102584;"Scrophularia chrysantha";"Jaub. & Spach";15
1068;"Karplanter";102364;"Scutellaria altissima";"L.";15
1065;"Karplanter";102034;"Securigera varia";"(L.) Lassen";10
1855;"Karplanter";152310;"Sedum dasyphyllum";"L.";10
916;"Karplanter";103599;"Sedum forsterianum";"Sm.";15
894;"Karplanter";103600;"Sedum hispanicum";"L.";2
1063;"Karplanter";128011;"Sedum lydium";"Boiss.";10
6130;"Karplanter";217966;"Sedum oreganum";"Nutt.";10
6131;"Karplanter";217968;"Sedum sarmentosum";"Bunge";10
905;"Karplanter";103602;"Sedum sexangulare";"L.";15
6132;"Karplanter";217970;"Sedum spathulifolium";"Hook.";10
2017;"Karplanter";103605;"Sempervivum arachnoideum";"L.";15
6134;"Karplanter";161606;"Sempervivum globiferum";"L.";15
881;"Karplanter";103606;"Sempervivum tectorum";"L.";15
885;"Karplanter";100796;"Senecio inaequidens";"DC.";5
1157;"Karplanter";143611;"Senecio leucanthemifolius vernalis";"(Waldst. & Kit.) Greuter";1
1161;"Karplanter";143560;"Senecio nemorensis";"L.";15
884;"Karplanter";100799;"Senecio ovatus";"(P.Gaertn., B.Mey. & Scherb.) Willd.";15
862;"Karplanter";100800;"Senecio pseudoarnica";"Less.";15
864;"Karplanter";100801;"Senecio squalidus";"L.";10
825;"Karplanter";100805;"Senecio viscosus";"L.";1
1854;"Karplanter";167469;"Senecio vulgaris hibernicus";"Syme";1
6139;"Karplanter";217976;"Sesleria autumnalis";"(Scop.) F.W.Schultz";15
782;"Karplanter";100204;"Setaria viridis";"(L.) P.Beauv.";1
6140;"Karplanter";161699;"Sibbaldia tridentata";"(Aiton) Paule & Soják";15
1055;"Karplanter";103478;"Sibbaldianthe bifurca orientalis";"(Juz.) Kurtto & T.Erikss.";10
6141;"Karplanter";217977;"Sibiraea laevigata";"(L.) Maxim.";20
1160;"Karplanter";101555;"Silene csereii";"Baumg.";5
1171;"Karplanter";101558;"Silene gallica";"L.";1
1021;"Karplanter";100814;"Sinacalia tangutica";"(Maxim.) B.Nord.";15
1122;"Karplanter";170202;"Sinapis alba alba";NA;1
752;"Karplanter";101306;"Sisymbrium altissimum";"L.";1
537;"Karplanter";101309;"Sisymbrium loeselii";"L.";1
1260;"Karplanter";101312;"Sisymbrium orientale";"L.";1
1258;"Karplanter";101313;"Sisymbrium strictissimum";"L.";7
1256;"Karplanter";101315;"Sisymbrium volgense";"M.Bieb. ex E.Fourn.";7
6146;"Karplanter";217981;"Sisyrinchium californicum";"(Ker Gawl.) Dryand.";10
1096;"Karplanter";99479;"Sisyrinchium montanum";NA;10
6148;"Karplanter";100368;"Smyrnium perfoliatum";"L.";5
1255;"Karplanter";103749;"Solanum americanum";"Mill.";1
1326;"Karplanter";145758;"Solanum decipiens";"Opiz";1
807;"Karplanter";103759;"Solanum physalifolium";"Rusby";1
2367;"Karplanter";103765;"Solanum villosum";NA;1
1293;"Karplanter";103766;"Solanum villosum miniatum";NA;1
1292;"Karplanter";103767;"Solanum villosum villosum";NA;1
6156;"Karplanter";217990;"Soleirolia soleirolii";"(Req.) Dandy";10
214;"Karplanter";100816;"Solidago canadensis";"L.";20
1094;"Karplanter";100818;"Solidago gigantea serotina";"(Kuntze) McNeill";20
6158;"Karplanter";217991;"Solidago nemoralis";"Aiton";20
1849;"Karplanter";145645;"Solidago ptarmicoides";"(Torr. & A.Gray) B.Boivin";20
1092;"Karplanter";100819;"Solidago rugosa";"Mill.";20
1091;"Karplanter";128900;"Soliva sessilis";"Ruiz & Pav.";1
6159;"Karplanter";217992;"Sorbaria grandiflora";"(Sweet) Maxim.";20
6160;"Karplanter";217993;"Sorbaria kirilowii";"(Regel) Maxim.";20
441;"Karplanter";103480;"Sorbaria sorbifolia";"(L.) A.Braun";20
6161;"Karplanter";217999;"Sorbus ×arnoldiana";"Rehder";35
1382;"Karplanter";128793;"Sorbus austriaca";NA;35
6162;"Karplanter";217995;"Sorbus cashmiriana";"Hedl.";30
1381;"Karplanter";128794;"Sorbus commixta";"Hedl.";35
421;"Karplanter";103487;"Sorbus intermedia";NA;35
419;"Karplanter";103488;"Sorbus koehneana";"C.K.Schneid.";30
417;"Karplanter";103490;"Sorbus latifolia";NA;35
432;"Karplanter";103493;"Sorbus mougeotii";NA;30
6164;"Karplanter";217996;"Sorbus reducta";"Diels";30
6165;"Karplanter";217997;"Sorbus ulleungensis";"Chin S.Chang";30
6166;"Karplanter";217998;"Sorbus vilmorinii";"C.K.Schneid.";30
6170;"Karplanter";161892;"Spartina ×townsendii";"H.Groves & J.Groves";20
6172;"Karplanter";161896;"Spartina anglica";"C.E.Hubb.";20
6173;"Karplanter";218003;"Spartium junceum";"L.";15
422;"Karplanter";101584;"Spergularia rubra";"(L.) J.Presl & C.Presl";1
264;"Karplanter";103504;"Spiraea ×arguta";"Zabel";15
329;"Karplanter";103505;"Spiraea ×billardii";"Hérincq";25
222;"Karplanter";103508;"Spiraea ×cinerea";"Zabel";15
223;"Karplanter";103512;"Spiraea ×macrothyrsa";"Dippel";25
1367;"Karplanter";128796;"Spiraea ×pseudosalicifolia";"Silverside";25
193;"Karplanter";103514;"Spiraea ×rosalba";"Dippel";25
179;"Karplanter";103515;"Spiraea ×rubella";"Dippel";25
146;"Karplanter";103518;"Spiraea ×vanhouttei";"(Briot) Carrière";15
423;"Karplanter";103503;"Spiraea alba";"Du Roi";25
2091;"Karplanter";145647;"Spiraea betulifolia";"Pall.";15
424;"Karplanter";103507;"Spiraea chamaedryfolia";"L.";15
399;"Karplanter";103509;"Spiraea douglasii";"Hook.";25
379;"Karplanter";103510;"Spiraea japonica";"L.f.";15
382;"Karplanter";103511;"Spiraea latifolia";"(Sol.) Borkh.";25
1086;"Karplanter";103513;"Spiraea media";"Schmidt";15
2065;"Karplanter";145648;"Spiraea nipponica";"Maxim.";15
327;"Karplanter";103516;"Spiraea salicifolia";"L.";25
1085;"Karplanter";103517;"Spiraea tomentosa";"L.";25
1095;"Karplanter";128018;"Spiraea trilobata";"L.";15
6182;"Karplanter";218010;"Sporobolus neglectus";"Nash";15
6183;"Karplanter";218011;"Sporobolus vaginiflorus";"(Torr. ex A.Gray) Alph.Wood";15
2608;"Karplanter";102370;"Stachys arvensis";"(L.) L.";1
2607;"Karplanter";102371;"Stachys byzantina";"K.Koch";10
2605;"Karplanter";102374;"Stachys germanica";"L.";10
823;"Karplanter";103521;"Stephanandra incisa";NA;15
822;"Karplanter";99341;"Stratiotes aloides";"L.";10
